Key,Name,Address Line 1,City,State,Zip,latitude,longitude,Address Validity,BI Qualification,BI Plan,BI Service Level,BI Availability,BI Reason,4G LTE,L600,L700,L1900,L2100,L2500,Covlall,5G,NR600,NR1900,NR2500,Roaming Only,Roaming,NearestSite,Tower Distance,DistToSite_Mi,DirectionDegrees,Technician Tablets,Fixed Wireless,Trucks,Hexbins,Sample Count,Avg Ookla Download (Mbps),Min Ookla Download (Mbps),Max Ookla Download (Mbps),Avg Ookla Upload (Mbps),Min Ookla Upload (Mbps),Max Ookla Upload (Mbps),Avg Ookla Latency (ms),Min Ookla Latency (ms),Max Ookla Latency (ms),Hexbins - VZ,Sample Count - VZ,Avg Ookla Download (Mbps) - VZ,Min Ookla Download (Mbps) - VZ,Max Ookla Download (Mbps) - VZ,Avg Ookla Upload (Mbps) - VZ,Min Ookla Upload (Mbps) - VZ,Max Ookla Upload (Mbps) - VZ,Avg Ookla Latency (ms) - VZ,Min Ookla Latency (ms) - VZ,Max Ookla Latency (ms) - VZ,Hexbins - AT&T,Sample Count - AT&T,Avg Ookla Download (Mbps) - AT&T,Min Ookla Download (Mbps) - AT&T,Max Ookla Download (Mbps) - AT&T,Avg Ookla Upload (Mbps) - AT&T,Min Ookla Upload (Mbps) - AT&T,Max Ookla Upload (Mbps) - AT&T,Avg Ookla Latency (ms) - AT&T,Min Ookla Latency (ms) - AT&T,Max Ookla Latency (ms) - AT&T
621,NCSANF01,2720 Wilkins Dr,Sanford,NC,27330,35.504246,-79.204379,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,Yes,5RA0814A,< 0.75 Mile,0.6,159,Yes,Yes,Yes,Nearby,8,458.2,6.7,972.2,5.9,0.8,29.7,39,28,45,Nearby,18,49.0,1.4,123.8,14.1,1.0,46.5,37,24,83,,,,,,,,,,,
950,PAPHIL01,5245 Bleigh Avenue,Philadelphia,PA,19136,40.025088,-75.025341,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,1PH6567A,< 0.75 Mile,0.6,269,Yes,Yes,Yes,PF35702120,1,34.7,34.7,34.7,13.8,13.8,13.8,18,18,18,Nearby,15,457.8,27.5,1164.9,30.8,2.4,72.8,22,11,30,Nearby,8,220.9,7.0,571.4,15.2,1.3,29.0,40,19,53
415,COCOLO04,1965 Commercial Blvd,Colorado Springs,CO,80906,38.803794,-104.799904,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DN01104A,< 0.75 Mile,0.6,139,Yes,Yes,Yes,PC82411544,1,698.7,698.7,698.7,29.2,29.2,29.2,21,21,21,Nearby,4,546.6,488.0,588.7,18.9,8.0,31.3,22,13,28,PC82411544,1,209.8,209.8,209.8,4.8,4.8,4.8,38,38,38
459,ILROCK01,2100 Moen Avenue,Rockdale,IL,60436,41.503953,-88.132419,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,CH95311A,< 0.75 Mile,0.6,356,Yes,Yes,Yes,Nearby,2,305.7,0.3,611.1,4.9,0.3,9.5,41,24,57,Nearby,3,122.8,2.2,352.6,5.1,0.0,10.1,59,24,121,Nearby,7,514.4,406.6,621.6,30.2,17.5,92.0,28,18,47
311,NYJOHN01,161 Enterprise Rd,Johnstown,NY,12095,42.988128,-74.391705,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,3HAA217C,< 0.75 Mile,0.6,5,Yes,Yes,Yes,Nearby,31,944.1,5.0,1758.1,55.4,0.2,101.6,27,14,68,Nearby,1,10.7,10.7,10.7,1.9,1.9,1.9,25,25,25,,,,,,,,,,,
279,MNCAMB02,1505 11th Ave NE,Cambridge,MN,55008,45.582621,-93.208077,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A1O0015A,< 0.75 Mile,0.6,227,Yes,Yes,Yes,Nearby,4,649.7,368.7,818.2,56.6,21.0,90.0,14,12,16,Nearby,4,416.0,30.0,586.1,62.1,11.5,102.7,22,13,38,Nearby,1,89.0,89.0,89.0,6.8,6.8,6.8,58,58,58
783,ININDI05,3702 West Minnesota St,Indianapolis,IN,46241,39.743379,-86.222532,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,MW04046A,< 0.75 Mile,0.6,56,Yes,Yes,Yes,Nearby,32,168.8,0.4,800.6,10.9,0.1,87.0,29,9,66,Nearby,33,659.9,7.8,1354.3,59.7,0.2,145.0,18,8,60,PF17210231,1,358.2,358.2,358.2,13.7,13.7,13.7,33,33,33
1124,CAATWA01,730 Industry Way,Atwater,CA,95301,37.338469,-120.603867,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Low,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SC90287M,< 0.75 Mile,0.6,353,Yes,Yes,Yes,Nearby,25,514.1,45.7,1124.1,18.2,0.1,73.5,22,12,45,RU08103680,2,67.0,33.3,100.7,12.0,0.6,23.3,45,34,55,Nearby,20,48.9,2.1,219.8,13.7,1.8,35.9,27,19,56
1086,MDCOLU01,6994 Columbia Gateway Dr,Columbia,MD,21046,39.176153,-76.801842,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,7BAS137F,< 0.75 Mile,0.6,2,Yes,Yes,Yes,PF32734565,2,428.4,405.0,451.8,18.3,13.3,23.3,22,18,25,PF32734565,4,380.9,84.8,619.5,24.8,1.3,64.1,24,21,29,Nearby,11,177.2,43.4,272.5,30.4,2.3,70.0,31,16,81
940,PAPHIL04,5137 Bleigh Ave,Philadelphia,PA,19136,40.025502,-75.024285,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,1PH7491A,< 0.75 Mile,0.6,358,Yes,Yes,Yes,PF35702120,1,34.7,34.7,34.7,13.8,13.8,13.8,18,18,18,Nearby,11,428.0,27.5,920.6,29.1,4.9,52.3,21,11,29,Nearby,6,212.4,7.0,571.4,14.5,1.3,26.0,38,19,51
395,TXHOUS38,1903 Afton Road,Houston,TX,77055,29.805384,-95.472835,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A3E0125A,< 0.75 Mile,0.6,290,Yes,Yes,Yes,Nearby,35,224.6,0.5,1023.7,15.9,0.4,89.6,27,10,294,PC35047088,1,456.2,456.2,456.2,57.4,57.4,57.4,24,24,24,Nearby,41,168.7,0.0,686.6,11.0,0.0,65.1,23,9,52
648,CAAGOU01,29219 Canwood St,Agoura Hills,CA,91301,34.148198,-118.762483,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,SV00565A,< 0.75 Mile,0.6,66,Yes,Yes,Yes,RU00764803,2,5.8,1.9,9.8,2.9,1.2,4.6,37,29,44,RU00764803,1,693.6,693.6,693.6,1.0,1.0,1.0,9,9,9,RU00764803,1,290.7,290.7,290.7,1.2,1.2,1.2,15,15,15
1095,WAAUBU01,701 2nd Street NW,Auburn,WA,98001,47.310347,-122.237522,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Low,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,SE04626A,< 0.75 Mile,0.6,227,Yes,Yes,Yes,Nearby,43,536.4,1.4,1302.8,23.2,0.2,115.2,15,9,58,Nearby,24,326.6,14.9,1238.7,36.3,5.6,157.0,26,15,41,Nearby,9,272.0,14.0,549.2,20.2,0.2,94.7,31,15,87
341,NJDEPT02,1721 Hurffville Rd,Sewell,NJ,8080,39.793571,-75.097792,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,1GL1043E,< 0.75 Mile,0.6,180,Yes,Yes,Yes,Nearby,7,139.4,16.3,313.1,22.0,1.6,72.5,31,16,48,Nearby,7,100.6,37.4,317.9,3.0,0.5,7.4,28,16,49,Nearby,1,455.1,455.1,455.1,9.0,9.0,9.0,39,39,39
493,WIMADI03,2200 Fish Hatchery Rd,Madison,WI,53713,43.041782,-89.406453,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,ML93213A,< 0.75 Mile,0.6,222,Yes,Yes,Yes,Nearby,13,403.1,6.8,618.7,37.8,1.0,102.7,25,11,69,Nearby,26,600.1,2.2,1389.1,41.1,0.2,147.6,22,8,49,Nearby,82,359.4,0.0,996.9,40.2,0.0,100.0,42,28,330
674,WILACR02,3019 Commerce St,LaCrosse,WI,54603,43.8631,-91.227976,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,,,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,A1Q0106A,< 0.75 Mile,0.6,337,Yes,Yes,Yes,Nearby,1,0.2,0.2,0.2,0.2,0.2,0.2,38,38,38,Nearby,15,250.7,4.9,493.0,11.5,0.1,68.1,28,11,46,Nearby,11,60.8,18.6,119.8,7.8,1.3,23.5,67,57,80
19,PASOUD01,1000 Hagey Rd,Souderton,PA,18964,40.290101,-75.3445,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,1MG8452A,< 0.75 Mile,0.6,179,Yes,Yes,Yes,Nearby,10,393.5,24.6,1190.5,13.6,0.7,50.5,20,8,37,Nearby,3,297.0,35.5,436.3,63.3,10.7,133.0,25,19,32,Nearby,1,118.0,118.0,118.0,14.9,14.9,14.9,64,64,64
173,CASTOC01,1240 Navy Dr,Stockton,CA,95206,37.937341,-121.305333,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,SC07853A,< 0.75 Mile,0.6,250,Yes,Yes,Yes,Nearby,16,426.9,57.8,703.6,24.8,1.3,76.1,15,9,28,Nearby,29,311.5,10.5,979.4,42.7,0.3,105.7,21,11,42,Nearby,91,227.9,0.7,687.8,35.0,0.0,100.3,25,10,75
610,PANORT05,2690 Howertown Road,Northampton,PA,18067,40.701352,-75.470282,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Low,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,1NH5956B,< 0.75 Mile,0.6,99,Yes,Yes,Yes,Nearby,5,431.4,304.4,555.8,9.0,3.2,19.8,20,13,32,Nearby,5,46.7,7.6,143.3,5.4,1.2,14.2,35,28,55,Nearby,1,109.4,109.4,109.4,13.2,13.2,13.2,46,46,46
393,TXHOUS04,1901 Afton,Houston,TX,77055,29.805348,-95.472302,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A3E0125A,< 0.75 Mile,0.6,289,Yes,Yes,Yes,Nearby,34,201.1,0.5,592.1,15.4,0.4,89.6,27,10,294,PC35047088,1,456.2,456.2,456.2,57.4,57.4,57.4,24,24,24,Nearby,38,169.1,0.0,686.6,9.8,0.0,65.1,23,9,52
795,NYROCH06,384 Lee Road,Rochester,NY,14606,43.172568,-77.680066,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,3MOR073B,< 0.75 Mile,0.6,3,Yes,Yes,Yes,Nearby,6,296.6,38.7,648.2,9.5,0.3,26.2,31,15,54,Nearby,18,560.7,19.2,1153.6,40.4,2.9,91.6,22,15,32,Nearby,10,486.4,11.0,867.5,21.6,2.0,52.1,46,24,80
488,ILMATT02,21860 S Central Ave,Matteson,IL,60443,41.493392,-87.755513,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Residential,,No,CH88031A,< 0.75 Mile,0.6,75,Yes,Yes,Yes,,,,,,,,,,,,Nearby,1,197.3,197.3,197.3,3.8,3.8,3.8,19,19,19,Nearby,2,97.7,79.1,116.2,2.8,1.6,4.0,32,31,33
552,UTOGDE01,2433 S 2050 West,Ogden,UT,84401,41.222171,-112.030053,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,SL07004A,< 0.75 Mile,0.6,136,Yes,Yes,Yes,RU38763852,1,343.7,343.7,343.7,14.0,14.0,14.0,12,12,12,RU38763852,1,30.0,30.0,30.0,14.1,14.1,14.1,32,32,32,Nearby,5,325.9,2.8,820.9,22.6,0.0,46.8,62,30,124
1216,FLMEDL02,8801 NW 91st St,Medley,FL,33178,25.85664,-80.342079,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,6MD1253A,< 0.75 Mile,0.6,78,Yes,Yes,Yes,Nearby,21,259.0,3.4,1064.3,16.8,0.1,80.8,29,11,147,Nearby,7,50.4,0.8,150.6,1.3,0.2,3.4,37,24,62,Nearby,14,168.3,2.5,459.7,8.8,0.2,43.2,42,17,207
995,MIROMU01,5980 Inkster Road,Romulus,MI,48174,42.265867,-83.311212,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,DE01416A,< 0.75 Mile,0.6,58,Yes,Yes,Yes,Nearby,1,107.5,107.5,107.5,12.4,12.4,12.4,15,15,15,Nearby,3,104.2,0.0,279.2,4.3,0.0,9.7,17,15,19,Nearby,5,115.2,38.8,237.0,4.1,0.4,7.9,39,22,47
912,MIWIXO01,48797 Alpha Dr,Wixom,MI,48393,42.499089,-83.531808,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,DE01023A,< 0.75 Mile,0.6,164,Yes,Yes,Yes,Nearby,22,625.0,304.2,895.8,40.6,5.2,91.5,17,10,54,Nearby,40,320.3,23.5,995.4,33.3,1.0,88.5,21,11,80,Nearby,6,347.3,0.2,583.2,21.6,0.4,54.6,56,16,217
896,TNNASH01,4651 Amy Lynn Dr,Nashville,TN,37218,36.203191,-86.876868,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9NV0217A,< 0.75 Mile,0.6,2,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Nearby,4,741.5,615.7,865.9,52.9,24.4,67.7,34,28,38
916,MICLAR01,4941 White Lake Rd,Clarkston,MI,48346,42.709857,-83.440699,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,Outdoor,,No,DE03846M,< 0.75 Mile,0.7,204,Yes,Yes,Yes,Nearby,4,354.3,214.4,630.1,37.4,24.2,52.7,19,10,23,Nearby,1,38.9,38.9,38.9,3.9,3.9,3.9,45,45,45,Nearby,16,519.4,170.4,768.9,25.1,0.1,63.0,30,18,72
1032,PABROC03,6250 US-219,Brockway,PA,15824,41.197614,-78.77027,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,,In-Building Commercial,In-Vehicle,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Vehicle,In-Vehicle,,Yes,A4J1209A,< 0.75 Mile,0.7,300,Yes,Failover Only,Yes,Nearby,1,159.6,159.6,159.6,47.5,47.5,47.5,25,25,25,,,,,,,,,,,,,,,,,,,,,,
673,VACHES02,3016 Yadkin Road,Chesapeake,VA,23323,36.766442,-76.354733,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,,In-Building Commercial,In-Building Residential,In-Building Residential,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Vehicle,,No,VA10358B,< 0.75 Mile,0.7,139,Yes,Yes,Yes,PF07608245,2,998.1,698.9,1297.2,39.2,30.6,47.8,27,27,27,Nearby,10,214.0,13.4,540.6,23.8,5.2,53.9,33,19,48,Nearby,3,58.8,46.9,73.2,0.3,0.1,0.5,30,29,31
905,ALTHEO01,4770 Hamilton Boulevard,Theodore,AL,36582,30.555381,-88.15255,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,9EA0194A,< 0.75 Mile,0.7,272,Yes,Yes,Yes,,,,,,,,,,,,Nearby,1,57.7,57.7,57.7,2.2,2.2,2.2,34,34,34,,,,,,,,,,,
96,LALAFA01,111 Wilfred Road,Lafayette,LA,70506,30.230354,-92.066445,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Low,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,NO05149A,< 0.75 Mile,0.7,176,Yes,Yes,Yes,PC37153235,1,913.4,913.4,913.4,34.7,34.7,34.7,18,18,18,Nearby,21,86.0,0.3,480.3,6.7,0.0,55.7,47,21,163,Nearby,24,305.2,32.0,582.7,7.9,0.9,25.6,34,24,62
733,CAPASO03,3360 La Cruz Way,Paso Robles,CA,93465,35.573948,-120.69327,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,,No,SV80532A,< 0.75 Mile,0.7,307,Yes,Yes,Yes,Nearby,13,467.8,62.4,1152.4,15.6,3.3,48.9,62,17,190,Nearby,5,75.2,6.2,282.3,2.8,0.1,10.1,57,29,92,Nearby,17,71.7,1.5,188.4,12.7,0.0,37.8,93,25,816
955,OKEDMO01,5300 Recycle Trail,Edmond,OK,73034,35.687681,-97.412108,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,OK01325C,< 0.75 Mile,0.7,344,Yes,Yes,Yes,Nearby,3,447.7,292.1,559.7,49.9,31.0,74.1,28,13,57,Nearby,3,485.3,17.6,764.6,23.0,8.0,36.0,28,18,34,Nearby,18,494.3,28.7,943.7,42.8,2.0,139.1,30,12,60
384,WIGREE01,1861 E Allouez Ave,Green Bay,WI,54311,44.468211,-87.988374,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,Yes,ML94471E,< 0.75 Mile,0.7,241,Yes,Yes,Yes,Nearby,14,719.9,429.1,1012.3,46.8,2.4,93.3,16,13,29,PF54206441,3,273.6,152.5,480.4,68.3,55.1,79.1,21,18,28,Nearby,8,173.7,15.9,500.2,9.8,0.8,49.5,48,26,76
787,TNMEMP01,3750 Hatcher Circle,Memphis,TN,38118,35.038971,-89.939119,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,9ME0018A,< 0.75 Mile,0.7,173,Yes,Yes,Yes,Nearby,17,528.5,46.5,1065.4,12.7,3.8,67.8,40,10,87,PC73658257,1,703.9,703.9,703.9,12.1,12.1,12.1,28,28,28,Nearby,16,256.4,0.4,458.8,8.8,0.3,49.7,35,18,81
1265,TXAUST02,9900 Giles Lane,Austin,TX,78754,30.333872,-97.622126,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,AU02124S,< 0.75 Mile,0.7,238,Yes,Yes,Yes,PC32875810,1,326.3,326.3,326.3,15.1,15.1,15.1,17,17,17,Nearby,21,176.8,1.4,824.3,7.3,0.0,77.7,33,18,94,Nearby,100,75.8,0.2,461.6,7.4,0.0,38.1,31,15,122
792,OKOKLA07,3824 W Reno Ave,Oklahoma City,OK,73107,35.46307,-97.587377,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,OK01372B,< 0.75 Mile,0.7,260,Yes,Yes,Yes,Nearby,54,213.1,0.2,971.8,18.4,0.0,105.4,28,9,75,Nearby,10,426.5,6.0,862.3,41.3,2.3,142.9,68,25,255,Nearby,30,261.8,5.9,694.6,21.4,0.0,75.9,38,9,73
5,NYMELV02,1 Huntington Quadrangle,Melville,NY,11747,40.774633,-73.419817,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,Medium,--,In-Building Commercial,,In-Building Commercial,In-Vehicle,In-Vehicle,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,Outdoor,,No,LI13286J,< 0.75 Mile,0.7,349,Yes,Yes,Yes,PF38416041,5,33.6,4.4,94.4,2.4,0.3,5.5,27,20,37,PF38416041,1,386.2,386.2,386.2,23.9,23.9,23.9,18,18,18,Nearby,21,52.6,4.1,139.5,11.4,0.3,61.1,40,25,159
956,MOSTJO01,5310 St. Joseph Ave,St Joseph,MO,64505,39.816175,-94.840616,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,A5H0064A,< 0.75 Mile,0.7,145,Yes,Yes,Yes,Nearby,2,747.0,493.0,1001.1,35.7,20.3,51.1,26,12,39,PF20216608,1,5.6,5.6,5.6,0.8,0.8,0.8,23,23,23,Nearby,3,515.1,194.6,795.3,26.6,0.4,60.5,30,19,43
964,WIHART01,547 Progress Drive,Hartland,WI,53029,43.096385,-88.356988,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Commercial,,No,ML82059A,< 0.75 Mile,0.7,354,Yes,Yes,Yes,Nearby,8,192.0,8.9,855.2,15.9,2.5,85.8,21,14,41,PF51063238,4,99.6,39.3,180.4,11.9,0.0,25.6,396,18,1513,Nearby,4,146.9,54.0,225.8,11.6,2.8,22.4,56,17,126
1024,PABROC01,6184 US-219,Brockway,PA,15824,41.197027,-78.770258,,Eligible,Unlimited Plan-productivity Filter Off Or On (see C2),Good,High,--,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,,In-Building Commercial,In-Building Commercial,In-Building Commercial,In-Building Residential,In-Building Residential,,Yes,A4J1209A,< 0.75 Mile,0.7,303,Yes,Yes,Yes,Nearby,1,159.6,159.6,159.6,47.5,47.5,47.5,25,25,25,,,,,,,,,,,,,,,,,,,,,,
